User ID,Age,Gender,Education Level,Profession,Skill Category,Initial Skill Level,Training Hours,Confidence Level,Feedback Score,Activity Participation,Current Skill Level,Progress (%)
328,34,Male,Master's,Manager,Conflict Resolution,1,16,7,4,4,3.4,240.0
329,35,Other,High School,Data Scientist,Persuasive Speaking,2,27,4,4,10,5.5,175.0
330,35,Female,Master's,Manager,Persuasive Speaking,9,8,5,3,10,10.0,11.1
331,20,Female,Master's,Student,Persuasive Speaking,9,27,6,7,11,10.0,11.1
332,28,Male,Bachelor's,Student,Conflict Resolution,6,5,5,9,16,8.3,38.3
333,31,Female,High School,Manager,Persuasive Speaking,6,29,1,5,17,9.9,65.0
334,30,Male,Bachelor's,Student,Communication,4,6,9,4,16,5.4,35.0
335,25,Other,High School,Manager,Persuasive Speaking,4,34,2,2,7,7.8,95.0
336,35,Male,Master's,Software Engineer,Leadership,5,7,9,2,16,6.1,22.0
337,32,Male,Master's,Data Scientist,Critical Thinking,3,25,10,5,3,6.5,116.7
338,22,Male,PhD,Software Engineer,Conflict Resolution,1,29,2,7,16,5.3,430.0
339,23,Male,High School,Manager,Leadership,1,24,9,10,8,5.4,440.0
340,31,Other,Bachelor's,Data Scientist,Persuasive Speaking,7,26,6,10,12,10.0,42.9
341,30,Other,PhD,Manager,Communication,1,25,9,9,3,5.3,430.0
342,23,Female,PhD,Data Scientist,Emotional Intelligence,1,37,6,7,17,6.1,510.0
343,22,Other,PhD,Data Scientist,Writing Skills,3,42,6,5,18,8.2,173.3
344,29,Other,Bachelor's,Data Scientist,Critical Thinking,10,19,2,10,11,10.0,0.0
345,22,Female,PhD,Data Scientist,Writing Skills,4,19,8,10,4,7.9,97.5
346,34,Other,Bachelor's,Manager,Persuasive Speaking,4,29,3,10,16,8.9,122.5
347,22,Male,PhD,Data Scientist,Critical Thinking,2,25,7,6,17,5.7,185.0
348,23,Male,Bachelor's,Data Scientist,Critical Thinking,1,28,5,3,9,4.4,340.0
349,35,Female,Master's,Software Engineer,Communication,3,9,3,5,6,4.9,63.3
350,26,Female,Master's,Student,Critical Thinking,4,10,1,8,2,6.6,65.0
351,23,Female,Master's,Student,Conflict Resolution,3,47,8,1,9,7.9,163.3
352,28,Male,Master's,Software Engineer,Leadership,8,48,3,1,6,10.0,25.0
353,20,Other,Master's,Software Engineer,Leadership,10,27,2,7,3,10.0,0.0
354,27,Male,PhD,Manager,Leadership,1,8,1,5,6,2.8,180.0
355,35,Female,PhD,Manager,Conflict Resolution,2,31,4,5,7,6.1,205.0
356,26,Other,PhD,Manager,Writing Skills,7,22,8,1,1,9.4,34.3
357,21,Other,Bachelor's,Software Engineer,Communication,4,25,3,9,1,8.3,107.5
358,27,Male,Bachelor's,Software Engineer,Critical Thinking,8,32,1,1,5,10.0,25.0
359,20,Female,Bachelor's,Data Scientist,Conflict Resolution,3,39,4,5,6,7.9,163.3
360,30,Male,Bachelor's,Manager,Leadership,6,26,9,10,13,10.0,66.7
361,31,Other,Master's,Manager,Persuasive Speaking,9,44,1,9,2,10.0,11.1
362,28,Male,Master's,Manager,Emotional Intelligence,1,27,2,4,15,4.5,350.0
363,28,Male,Master's,Student,Critical Thinking,1,7,9,8,15,3.3,230.0
364,21,Female,High School,Data Scientist,Conflict Resolution,8,44,2,6,13,10.0,25.0
365,26,Female,PhD,Manager,Conflict Resolution,3,14,3,3,14,5.0,66.7
366,34,Other,Bachelor's,Manager,Communication,5,29,7,4,7,8.7,74.0
367,33,Male,Bachelor's,Manager,Communication,1,12,3,2,14,2.6,160.0
368,29,Male,Master's,Student,Conflict Resolution,5,15,9,1,10,6.7,34.0
369,22,Male,Bachelor's,Student,Leadership,6,9,6,8,17,8.5,41.7
370,26,Other,Bachelor's,Software Engineer,Emotional Intelligence,8,49,3,1,14,10.0,25.0
371,31,Other,PhD,Data Scientist,Critical Thinking,3,41,9,1,8,7.3,143.3
372,35,Female,Master's,Software Engineer,Communication,3,49,1,4,4,8.7,190.0
373,29,Female,PhD,Data Scientist,Critical Thinking,10,42,10,10,16,10.0,0.0
374,35,Female,High School,Student,Leadership,9,33,3,10,13,10.0,11.1
375,28,Male,High School,Manager,Critical Thinking,4,9,1,6,18,6.1,52.5
376,23,Male,High School,Software Engineer,Persuasive Speaking,4,13,2,9,14,7.1,77.5
377,31,Female,Master's,Manager,Communication,7,6,8,1,18,7.8,11.4
378,20,Male,Bachelor's,Software Engineer,Leadership,2,5,7,7,5,3.9,95.0
379,21,Female,Master's,Student,Leadership,8,44,2,10,9,10.0,25.0
380,20,Other,Master's,Student,Emotional Intelligence,6,34,2,5,3,10.0,66.7
381,35,Female,Bachelor's,Student,Emotional Intelligence,3,15,9,8,8,6.1,103.3
382,33,Other,PhD,Software Engineer,Persuasive Speaking,9,32,6,7,10,10.0,11.1
383,31,Male,High School,Data Scientist,Leadership,5,48,5,4,19,10.0,100.0
384,24,Female,PhD,Software Engineer,Writing Skills,8,16,10,4,3,10.0,25.0
385,24,Male,High School,Data Scientist,Leadership,7,43,6,6,11,10.0,42.9
386,35,Other,Master's,Software Engineer,Emotional Intelligence,8,30,9,6,11,10.0,25.0
387,30,Other,High School,Software Engineer,Writing Skills,7,17,7,9,17,10.0,42.9
388,26,Other,Master's,Student,Communication,3,12,10,5,16,5.2,73.3
389,28,Male,PhD,Manager,Communication,2,32,10,8,7,6.8,240.0
390,28,Male,Master's,Manager,Critical Thinking,7,34,9,5,4,10.0,42.9
391,22,Male,PhD,Data Scientist,Conflict Resolution,3,13,4,2,19,4.7,56.7
392,22,Male,Bachelor's,Manager,Emotional Intelligence,3,43,2,6,12,8.5,183.3
393,35,Other,Bachelor's,Software Engineer,Conflict Resolution,2,35,8,9,15,7.3,265.0
394,35,Other,Bachelor's,Software Engineer,Writing Skills,4,25,4,3,11,7.1,77.5
395,22,Female,Master's,Student,Emotional Intelligence,8,38,9,1,5,10.0,25.0
396,23,Female,Bachelor's,Student,Persuasive Speaking,1,35,4,1,5,4.7,370.0
397,27,Male,High School,Manager,Leadership,1,29,8,3,15,4.5,350.0
398,25,Other,PhD,Data Scientist,Persuasive Speaking,5,16,9,10,18,8.6,72.0
399,27,Other,PhD,Manager,Writing Skills,5,5,9,5,11,6.5,30.0
400,20,Other,High School,Manager,Emotional Intelligence,1,26,10,3,12,4.2,320.0
401,27,Female,Master's,Manager,Writing Skills,6,44,4,9,2,10.0,66.7
402,23,Female,Master's,Manager,Leadership,1,41,1,8,15,6.7,570.0
403,30,Other,PhD,Software Engineer,Communication,5,5,3,3,4,6.1,22.0
404,20,Other,Bachelor's,Data Scientist,Communication,9,5,9,9,18,10.0,11.1
405,27,Other,Master's,Software Engineer,Writing Skills,5,46,4,6,6,10.0,100.0
406,23,Female,Master's,Data Scientist,Conflict Resolution,6,46,5,7,19,10.0,66.7
407,25,Other,High School,Student,Emotional Intelligence,8,25,7,4,11,10.0,25.0
408,27,Other,High School,Manager,Emotional Intelligence,1,19,5,4,2,3.7,270.0
409,23,Male,Bachelor's,Software Engineer,Communication,2,21,4,2,8,4.5,125.0
410,33,Male,Master's,Data Scientist,Critical Thinking,9,26,2,5,11,10.0,11.1
411,22,Female,Master's,Student,Persuasive Speaking,3,42,2,8,5,8.8,193.3
412,35,Other,High School,Student,Critical Thinking,6,39,4,7,18,10.0,66.7
413,33,Other,Master's,Manager,Leadership,5,49,10,7,18,10.0,100.0
414,28,Male,PhD,Data Scientist,Persuasive Speaking,2,20,10,6,14,5.2,160.0
415,22,Female,High School,Software Engineer,Persuasive Speaking,7,12,9,3,10,8.8,25.7
416,28,Male,Bachelor's,Manager,Writing Skills,4,21,8,5,3,7.1,77.5
417,32,Male,High School,Software Engineer,Communication,1,21,3,1,9,3.3,230.0
418,21,Male,Master's,Student,Critical Thinking,4,30,9,7,3,8.4,110.0
419,35,Male,Bachelor's,Software Engineer,Critical Thinking,6,17,5,9,11,9.5,58.3
420,33,Other,High School,Software Engineer,Communication,7,21,3,1,12,9.3,32.9
421,21,Other,PhD,Manager,Critical Thinking,7,42,5,2,12,10.0,42.9
422,21,Male,PhD,Software Engineer,Communication,7,21,10,3,3,9.7,38.6
423,25,Female,High School,Manager,Writing Skills,3,18,4,3,7,5.4,80.0
424,22,Female,PhD,Student,Conflict Resolution,6,49,8,8,14,10.0,66.7
425,35,Female,PhD,Manager,Persuasive Speaking,8,10,5,7,11,10.0,25.0
426,32,Female,PhD,Manager,Writing Skills,4,39,10,6,7,9.1,127.5
427,28,Male,Bachelor's,Data Scientist,Emotional Intelligence,8,18,8,10,10,10.0,25.0
428,23,Other,PhD,Software Engineer,Leadership,2,12,9,10,11,5.2,160.0
429,20,Female,PhD,Student,Conflict Resolution,10,19,4,4,15,10.0,0.0
430,23,Male,PhD,Manager,Emotional Intelligence,9,31,7,9,19,10.0,11.1
431,20,Female,Bachelor's,Student,Persuasive Speaking,9,17,2,1,16,10.0,11.1
432,33,Female,High School,Data Scientist,Critical Thinking,8,35,6,2,12,10.0,25.0
433,24,Male,Master's,Software Engineer,Communication,10,39,8,4,18,10.0,0.0
434,35,Other,PhD,Manager,Persuasive Speaking,10,10,7,3,13,10.0,0.0
435,23,Other,High School,Software Engineer,Writing Skills,1,9,7,1,5,2.1,110.0
436,27,Male,PhD,Data Scientist,Leadership,2,26,8,5,4,5.6,180.0
437,35,Other,Bachelor's,Data Scientist,Writing Skills,6,27,7,7,14,10.0,66.7
438,27,Male,High School,Student,Conflict Resolution,10,29,5,2,8,10.0,0.0
439,26,Male,Bachelor's,Manager,Conflict Resolution,5,38,7,5,9,9.8,96.0
440,22,Male,PhD,Student,Leadership,9,30,10,6,19,10.0,11.1
441,20,Other,PhD,Data Scientist,Emotional Intelligence,5,9,3,7,3,7.3,46.0
442,35,Male,Bachelor's,Software Engineer,Emotional Intelligence,2,30,5,1,5,5.2,160.0
443,20,Female,Master's,Student,Conflict Resolution,10,24,7,7,18,10.0,0.0
444,35,Other,Bachelor's,Student,Conflict Resolution,4,10,9,4,1,5.8,45.0
445,31,Other,PhD,Software Engineer,Critical Thinking,9,10,2,8,8,10.0,11.1
446,30,Other,Bachelor's,Student,Communication,1,22,4,4,19,4.0,300.0
447,22,Other,Master's,Software Engineer,Critical Thinking,1,8,7,6,17,3.0,200.0
448,25,Female,Bachelor's,Manager,Critical Thinking,7,21,1,9,17,10.0,42.9
449,26,Other,Master's,Software Engineer,Emotional Intelligence,3,18,2,5,11,5.8,93.3
450,25,Other,Master's,Manager,Leadership,10,18,9,4,2,10.0,0.0
451,33,Male,Bachelor's,Software Engineer,Emotional Intelligence,2,17,10,8,6,5.3,165.0
452,33,Other,Bachelor's,Data Scientist,Communication,9,11,7,9,14,10.0,11.1
453,25,Female,High School,Data Scientist,Writing Skills,3,48,10,4,3,8.6,186.7
454,25,Female,PhD,Manager,Conflict Resolution,2,19,7,3,12,4.5,125.0
455,32,Female,Master's,Manager,Conflict Resolution,8,23,6,8,4,10.0,25.0
456,22,Female,High School,Data Scientist,Communication,10,47,3,5,12,10.0,0.0
457,25,Other,Bachelor's,Manager,Critical Thinking,6,48,10,2,13,10.0,66.7
458,27,Other,PhD,Software Engineer,Leadership,6,39,3,10,2,10.0,66.7
459,30,Female,High School,Software Engineer,Conflict Resolution,10,21,2,9,2,10.0,0.0
460,30,Female,Master's,Data Scientist,Persuasive Speaking,7,39,6,3,15,10.0,42.9
461,21,Other,High School,Student,Critical Thinking,7,23,4,2,17,9.7,38.6
462,24,Female,Master's,Software Engineer,Conflict Resolution,6,24,5,1,7,8.6,43.3
463,33,Male,Bachelor's,Manager,Persuasive Speaking,4,40,3,8,14,9.6,140.0
464,20,Female,PhD,Student,Communication,9,39,6,3,12,10.0,11.1
465,31,Female,PhD,Student,Communication,6,36,3,7,17,10.0,66.7
466,34,Male,PhD,Software Engineer,Critical Thinking,4,48,8,1,14,9.0,125.0
467,35,Male,Bachelor's,Software Engineer,Conflict Resolution,3,44,9,1,6,7.6,153.3
468,20,Other,Master's,Student,Emotional Intelligence,4,28,4,9,19,8.6,115.0
469,24,Other,Bachelor's,Student,Persuasive Speaking,3,21,9,8,6,6.7,123.3
470,31,Male,PhD,Data Scientist,Leadership,2,11,7,3,18,3.7,85.0
471,32,Male,Bachelor's,Manager,Conflict Resolution,5,47,3,6,5,10.0,100.0
472,35,Other,Bachelor's,Data Scientist,Leadership,2,5,7,3,6,3.1,55.0
473,22,Female,Bachelor's,Software Engineer,Conflict Resolution,6,39,1,4,2,10.0,66.7
474,23,Male,Master's,Data Scientist,Emotional Intelligence,3,36,3,1,8,6.8,126.7
475,22,Other,High School,Data Scientist,Emotional Intelligence,6,40,6,5,15,10.0,66.7
476,35,Female,High School,Data Scientist,Critical Thinking,10,17,4,1,15,10.0,0.0
477,20,Male,Bachelor's,Data Scientist,Critical Thinking,9,10,7,1,11,10.0,11.1
478,35,Female,High School,Manager,Emotional Intelligence,1,18,3,10,1,4.8,380.0
479,20,Other,High School,Manager,Writing Skills,6,41,1,7,18,10.0,66.7
480,31,Male,Bachelor's,Student,Emotional Intelligence,9,19,9,6,12,10.0,11.1
481,31,Female,Bachelor's,Software Engineer,Communication,4,8,6,2,12,5.2,30.0
482,33,Male,PhD,Data Scientist,Communication,2,44,8,2,11,6.8,240.0
483,32,Female,High School,Student,Writing Skills,4,20,3,7,8,7.4,85.0
484,33,Other,Master's,Student,Persuasive Speaking,1,32,8,1,7,4.4,340.0
485,24,Other,Bachelor's,Student,Leadership,3,20,2,2,2,5.4,80.0
486,25,Male,PhD,Manager,Conflict Resolution,10,8,4,8,11,10.0,0.0
487,22,Female,Master's,Data Scientist,Conflict Resolution,9,49,3,6,10,10.0,11.1
488,31,Male,High School,Data Scientist,Writing Skills,10,30,10,2,3,10.0,0.0
489,28,Male,PhD,Software Engineer,Communication,5,32,1,7,10,9.6,92.0
490,24,Female,Bachelor's,Data Scientist,Critical Thinking,6,36,7,4,18,10.0,66.7
491,27,Female,Master's,Data Scientist,Conflict Resolution,3,49,10,2,14,8.3,176.7
492,32,Female,Bachelor's,Student,Communication,5,6,2,6,18,6.8,36.0
493,20,Other,High School,Software Engineer,Persuasive Speaking,8,35,4,9,8,10.0,25.0
494,33,Male,Master's,Data Scientist,Leadership,6,7,9,9,10,8.5,41.7
495,24,Male,High School,Manager,Persuasive Speaking,4,12,6,8,13,6.8,70.0
496,34,Other,High School,Data Scientist,Writing Skills,2,28,8,3,8,5.4,170.0
497,22,Female,PhD,Student,Emotional Intelligence,9,19,2,3,4,10.0,11.1
498,31,Other,Bachelor's,Manager,Emotional Intelligence,1,47,7,2,4,6.1,510.0
499,20,Other,Master's,Student,Emotional Intelligence,1,35,6,5,5,5.5,450.0
500,23,Other,High School,Data Scientist,Persuasive Speaking,4,13,9,4,1,6.1,52.5
501,34,Male,High School,Manager,Conflict Resolution,7,43,7,7,17,10.0,42.9
502,32,Other,Master's,Software Engineer,Leadership,1,49,1,4,2,6.7,570.0
503,24,Male,High School,Software Engineer,Emotional Intelligence,9,6,8,9,8,10.0,11.1
504,35,Male,PhD,Manager,Writing Skills,4,12,10,2,7,5.6,40.0
505,26,Male,PhD,Manager,Writing Skills,3,11,3,6,15,5.3,76.7
506,20,Female,PhD,Student,Emotional Intelligence,1,48,2,7,5,7.2,620.0
507,35,Male,PhD,Manager,Emotional Intelligence,10,43,3,4,2,10.0,0.0
508,22,Male,High School,Student,Leadership,4,46,6,6,7,9.8,145.0
509,35,Female,Master's,Data Scientist,Emotional Intelligence,9,20,3,7,8,10.0,11.1
510,21,Male,Master's,Student,Leadership,10,39,10,4,7,10.0,0.0
511,28,Other,Master's,Manager,Writing Skills,6,34,5,8,7,10.0,66.7
512,29,Other,Master's,Manager,Emotional Intelligence,6,14,6,9,14,9.2,53.3
513,34,Male,Bachelor's,Data Scientist,Persuasive Speaking,1,42,8,1,18,5.4,440.0
514,25,Female,Master's,Manager,Critical Thinking,10,22,7,7,6,10.0,0.0
515,29,Other,Bachelor's,Manager,Persuasive Speaking,2,9,8,9,4,4.7,135.0
516,22,Female,Bachelor's,Software Engineer,Writing Skills,6,33,3,10,10,10.0,66.7
517,27,Female,PhD,Software Engineer,Leadership,2,43,4,5,18,7.3,265.0
518,33,Other,Bachelor's,Data Scientist,Persuasive Speaking,3,38,6,2,12,7.2,140.0
519,27,Female,High School,Student,Leadership,4,47,7,10,16,10.0,150.0
520,21,Other,Bachelor's,Software Engineer,Persuasive Speaking,5,49,9,6,7,10.0,100.0
521,35,Female,PhD,Student,Persuasive Speaking,9,27,1,7,6,10.0,11.1
522,34,Other,Bachelor's,Manager,Leadership,4,9,8,2,5,5.3,32.5
523,25,Male,High School,Software Engineer,Conflict Resolution,9,34,8,2,3,10.0,11.1
524,26,Other,High School,Data Scientist,Persuasive Speaking,10,10,6,10,12,10.0,0.0
525,21,Other,High School,Data Scientist,Emotional Intelligence,3,48,4,10,15,9.8,226.7
526,34,Other,PhD,Data Scientist,Critical Thinking,8,8,3,1,10,9.0,12.5
527,30,Other,PhD,Software Engineer,Writing Skills,1,33,3,4,19,5.1,410.0
528,29,Female,Master's,Student,Conflict Resolution,9,27,6,7,16,10.0,11.1
529,21,Male,PhD,Manager,Leadership,9,10,8,9,11,10.0,11.1
530,29,Other,High School,Student,Conflict Resolution,10,36,7,3,8,10.0,0.0
531,20,Female,High School,Student,Communication,2,46,1,7,3,8.0,300.0
532,27,Male,PhD,Manager,Communication,4,22,6,7,7,7.6,90.0
533,20,Male,Bachelor's,Manager,Persuasive Speaking,8,19,7,7,7,10.0,25.0
534,28,Male,PhD,Software Engineer,Persuasive Speaking,7,44,7,2,14,10.0,42.9
535,30,Male,PhD,Software Engineer,Emotional Intelligence,1,36,9,6,2,5.8,480.0
536,25,Other,High School,Software Engineer,Critical Thinking,5,13,10,2,10,6.7,34.0
537,35,Other,Master's,Software Engineer,Writing Skills,7,41,5,6,19,10.0,42.9
538,26,Female,High School,Software Engineer,Conflict Resolution,4,14,1,10,9,7.4,85.0
539,32,Female,Master's,Manager,Communication,1,24,2,3,16,4.0,300.0
540,29,Female,High School,Student,Persuasive Speaking,9,10,4,2,19,10.0,11.1
541,26,Male,PhD,Software Engineer,Writing Skills,5,7,5,6,18,6.9,38.0
542,29,Male,High School,Software Engineer,Conflict Resolution,2,46,9,2,9,7.0,250.0
543,22,Other,High School,Student,Persuasive Speaking,8,15,1,5,16,10.0,25.0
544,21,Male,High School,Software Engineer,Persuasive Speaking,2,47,3,2,13,7.1,255.0
545,28,Male,PhD,Student,Communication,3,21,5,3,10,5.7,90.0
546,27,Male,PhD,Student,Communication,10,36,3,3,14,10.0,0.0
547,32,Female,PhD,Manager,Persuasive Speaking,1,8,4,6,12,3.0,200.0
548,31,Female,PhD,Data Scientist,Leadership,2,8,3,6,19,4.0,100.0
549,29,Other,Master's,Manager,Persuasive Speaking,7,21,4,10,7,10.0,42.9
550,26,Male,Master's,Data Scientist,Writing Skills,10,45,1,3,15,10.0,0.0
551,28,Male,Bachelor's,Data Scientist,Persuasive Speaking,2,23,8,3,16,4.9,145.0
552,23,Other,PhD,Data Scientist,Emotional Intelligence,6,9,4,1,8,7.1,18.3
553,32,Male,Master's,Software Engineer,Critical Thinking,3,36,7,7,10,8.0,166.7
554,23,Male,High School,Manager,Emotional Intelligence,4,26,2,8,4,8.2,105.0
555,20,Female,PhD,Data Scientist,Emotional Intelligence,8,10,2,2,19,9.4,17.5
556,27,Other,Bachelor's,Student,Leadership,3,39,6,4,19,7.7,156.7
557,35,Other,Bachelor's,Software Engineer,Leadership,10,26,2,10,15,10.0,0.0
558,33,Other,Bachelor's,Manager,Persuasive Speaking,6,5,6,7,14,7.9,31.7
559,35,Other,High School,Data Scientist,Emotional Intelligence,1,24,2,8,1,5.0,400.0
560,33,Female,Master's,Student,Leadership,7,26,4,1,16,9.8,40.0
561,31,Female,High School,Manager,Communication,8,15,7,4,10,10.0,25.0
562,22,Male,PhD,Manager,Persuasive Speaking,8,17,8,6,19,10.0,25.0
563,26,Male,Bachelor's,Software Engineer,Writing Skills,3,46,3,3,3,8.2,173.3
564,34,Male,High School,Manager,Critical Thinking,10,7,9,5,5,10.0,0.0
565,31,Male,High School,Software Engineer,Conflict Resolution,1,13,2,10,9,4.3,330.0
566,21,Female,Master's,Data Scientist,Persuasive Speaking,9,16,8,9,18,10.0,11.1
567,21,Other,Master's,Software Engineer,Conflict Resolution,6,27,8,3,11,9.3,55.0
568,35,Female,Bachelor's,Student,Emotional Intelligence,9,18,4,5,16,10.0,11.1
569,26,Male,High School,Software Engineer,Critical Thinking,7,37,1,8,2,10.0,42.9
570,34,Female,High School,Student,Conflict Resolution,1,22,1,6,12,4.4,340.0
571,25,Other,Master's,Software Engineer,Emotional Intelligence,1,45,2,4,6,6.3,530.0
572,22,Other,High School,Manager,Communication,6,13,9,8,11,8.9,48.3
573,28,Female,High School,Data Scientist,Conflict Resolution,5,27,2,3,8,8.3,66.0
574,29,Female,High School,Student,Critical Thinking,9,14,2,3,12,10.0,11.1
575,34,Female,Master's,Software Engineer,Persuasive Speaking,2,23,6,4,2,5.1,155.0
576,33,Male,Bachelor's,Software Engineer,Emotional Intelligence,8,9,7,9,9,10.0,25.0
577,32,Female,PhD,Software Engineer,Persuasive Speaking,5,27,7,5,15,8.7,74.0
578,25,Female,Bachelor's,Manager,Critical Thinking,2,34,9,8,2,7.0,250.0
579,29,Female,PhD,Manager,Leadership,10,29,6,6,1,10.0,0.0
580,29,Other,High School,Student,Emotional Intelligence,6,32,8,3,10,9.8,63.3
581,25,Other,Bachelor's,Student,Conflict Resolution,10,38,6,8,2,10.0,0.0
582,20,Male,PhD,Manager,Emotional Intelligence,8,49,2,9,12,10.0,25.0
583,23,Male,Master's,Student,Persuasive Speaking,4,29,1,8,8,8.5,112.5
584,29,Other,Master's,Data Scientist,Communication,2,14,5,4,5,4.2,110.0
585,25,Other,Bachelor's,Data Scientist,Emotional Intelligence,5,18,9,6,1,8.0,60.0
586,34,Other,Bachelor's,Manager,Conflict Resolution,2,46,8,1,15,6.8,240.0
587,25,Female,High School,Student,Leadership,2,34,4,4,6,6.2,210.0
588,30,Female,Bachelor's,Software Engineer,Writing Skills,6,45,5,8,12,10.0,66.7
589,31,Other,High School,Data Scientist,Communication,10,29,5,1,8,10.0,0.0
590,24,Female,High School,Manager,Leadership,9,18,6,3,13,10.0,11.1
591,20,Female,Master's,Student,Emotional Intelligence,4,39,3,1,19,8.1,102.5
592,27,Male,Master's,Manager,Persuasive Speaking,6,38,5,9,1,10.0,66.7
593,24,Other,PhD,Software Engineer,Critical Thinking,7,14,2,2,11,8.8,25.7
594,31,Other,Master's,Data Scientist,Persuasive Speaking,6,39,10,9,1,10.0,66.7
595,31,Female,Master's,Manager,Conflict Resolution,8,15,1,4,8,10.0,25.0
596,31,Other,Bachelor's,Manager,Persuasive Speaking,4,15,1,2,5,5.9,47.5
597,24,Male,Master's,Manager,Communication,1,25,10,4,17,4.3,330.0
598,26,Male,PhD,Software Engineer,Persuasive Speaking,7,25,7,10,8,10.0,42.9
599,23,Male,Bachelor's,Manager,Conflict Resolution,3,26,2,6,10,6.8,126.7
600,25,Other,PhD,Software Engineer,Writing Skills,6,49,4,7,2,10.0,66.7
601,32,Other,Master's,Software Engineer,Emotional Intelligence,2,11,5,3,9,3.7,85.0
602,35,Other,PhD,Software Engineer,Critical Thinking,9,21,7,3,3,10.0,11.1
603,23,Other,Bachelor's,Data Scientist,Emotional Intelligence,1,6,2,10,18,3.6,260.0
604,33,Other,High School,Data Scientist,Persuasive Speaking,6,16,6,8,7,9.2,53.3
605,34,Male,PhD,Manager,Leadership,6,46,1,5,15,10.0,66.7
606,22,Female,PhD,Manager,Emotional Intelligence,5,22,7,4,18,8.0,60.0
607,26,Male,Bachelor's,Data Scientist,Writing Skills,5,15,9,7,3,7.9,58.0
608,27,Other,Bachelor's,Student,Persuasive Speaking,1,20,5,7,14,4.4,340.0
609,23,Male,PhD,Data Scientist,Critical Thinking,10,22,5,9,2,10.0,0.0
610,35,Other,Master's,Software Engineer,Conflict Resolution,5,39,4,9,14,10.0,100.0
611,32,Other,PhD,Data Scientist,Writing Skills,2,30,3,5,11,6.0,200.0
612,21,Male,Bachelor's,Software Engineer,Persuasive Speaking,7,20,9,8,16,10.0,42.9
613,31,Other,High School,Manager,Writing Skills,3,10,5,10,8,6.0,100.0
614,29,Female,High School,Student,Emotional Intelligence,4,48,8,1,7,9.0,125.0
615,33,Other,Master's,Manager,Critical Thinking,3,47,9,9,11,9.5,216.7
616,22,Female,PhD,Software Engineer,Conflict Resolution,3,46,5,8,3,9.2,206.7
617,20,Female,High School,Software Engineer,Persuasive Speaking,4,16,10,6,17,6.8,70.0
618,27,Other,PhD,Software Engineer,Communication,5,17,9,3,14,7.3,46.0
619,34,Male,Bachelor's,Student,Conflict Resolution,1,8,2,3,6,2.4,140.0
620,22,Female,High School,Data Scientist,Communication,4,43,9,8,8,9.9,147.5
621,31,Male,Master's,Manager,Writing Skills,8,6,4,5,5,9.6,20.0
622,29,Female,Bachelor's,Manager,Leadership,10,30,6,10,8,10.0,0.0
623,26,Other,Master's,Data Scientist,Conflict Resolution,7,31,6,7,2,10.0,42.9
624,29,Other,Bachelor's,Manager,Writing Skills,9,31,6,5,15,10.0,11.1
625,24,Female,High School,Student,Communication,5,19,2,8,12,8.5,70.0
626,29,Other,Master's,Manager,Emotional Intelligence,10,12,7,10,17,10.0,0.0
627,24,Female,Master's,Software Engineer,Emotional Intelligence,4,11,6,10,1,7.1,77.5
628,33,Other,Bachelor's,Data Scientist,Leadership,8,44,1,4,15,10.0,25.0
629,26,Male,Master's,Student,Conflict Resolution,9,16,2,2,14,10.0,11.1
630,34,Other,Bachelor's,Data Scientist,Conflict Resolution,7,17,7,3,16,9.3,32.9
631,28,Male,Bachelor's,Student,Conflict Resolution,7,47,1,8,9,10.0,42.9
632,31,Other,Bachelor's,Software Engineer,Writing Skills,5,21,1,7,1,8.5,70.0
633,24,Male,Bachelor's,Data Scientist,Critical Thinking,4,21,1,2,17,6.5,62.5
634,20,Other,High School,Manager,Critical Thinking,10,40,8,6,13,10.0,0.0
635,29,Male,Bachelor's,Student,Leadership,1,25,4,9,5,5.3,430.0
636,29,Female,PhD,Data Scientist,Conflict Resolution,10,12,4,4,10,10.0,0.0
637,20,Female,Master's,Manager,Writing Skills,10,9,2,9,6,10.0,0.0
638,34,Male,PhD,Data Scientist,Emotional Intelligence,7,30,1,2,19,10.0,42.9
639,21,Other,High School,Data Scientist,Communication,1,20,10,2,13,3.4,240.0
640,35,Male,PhD,Data Scientist,Writing Skills,1,40,9,9,1,6.8,580.0
641,33,Other,Master's,Student,Critical Thinking,5,32,7,7,15,9.6,92.0
642,25,Female,PhD,Manager,Critical Thinking,9,33,4,7,14,10.0,11.1
643,35,Other,High School,Software Engineer,Emotional Intelligence,6,16,6,1,8,7.8,30.0
644,28,Female,Bachelor's,Student,Emotional Intelligence,3,41,2,6,10,8.3,176.7
645,27,Other,PhD,Student,Communication,3,34,7,7,9,7.8,160.0
646,32,Other,High School,Student,Emotional Intelligence,7,27,2,6,17,10.0,42.9
647,24,Other,High School,Software Engineer,Leadership,6,20,10,6,9,9.2,53.3
648,20,Male,Master's,Manager,Communication,9,18,8,2,3,10.0,11.1
649,35,Male,Master's,Manager,Emotional Intelligence,6,14,8,6,11,8.6,43.3
650,32,Female,PhD,Manager,Persuasive Speaking,5,11,1,4,12,6.9,38.0
651,26,Female,Bachelor's,Data Scientist,Writing Skills,10,49,8,9,10,10.0,0.0
652,35,Male,High School,Data Scientist,Emotional Intelligence,7,41,2,1,17,10.0,42.9
653,34,Female,PhD,Data Scientist,Leadership,1,33,6,8,17,5.9,490.0
